SZ000039	2005-07-01	2026-03-19
SZ000059	2005-07-01	2026-03-19
SZ000060	2005-07-01	2026-03-19
SZ000061	2005-07-01	2026-03-19
SZ000063	2005-07-01	2026-03-19
SZ000066	2005-07-01	2026-03-19
SZ000068	2005-07-01	2026-03-19
SZ000069	2005-07-01	2026-03-19
SZ000088	2005-07-01	2026-03-19
SZ000089	2005-07-01	2026-03-19
SZ000096	2005-07-01	2026-03-19
SZ000099	2005-07-01	2026-03-19
SZ000100	2005-07-01	2026-03-19
SZ000157	2005-07-01	2026-03-19
SZ000400	2005-07-01	2026-03-19
SZ000401	2005-07-01	2026-03-19
SZ000402	2005-07-01	2026-03-19
SZ000406	2005-07-01	2026-03-19
SZ000410	2005-07-01	2026-03-19
SZ000420	2005-07-01	2026-03-19
SZ000423	2005-07-01	2026-03-19
SZ000425	2005-07-01	2026-03-19
SZ000429	2005-07-01	2026-03-19
SZ000488	2005-07-01	2026-03-19
SZ000498	2005-07-01	2026-03-19
SZ000503	2005-07-01	2026-03-19
SZ000507	2005-07-01	2026-03-19
SZ000511	2005-07-01	2026-03-19
SZ000518	2005-07-01	2026-03-19
SZ000520	2005-07-01	2026-03-19
SZ000527	2005-07-01	2026-03-19
SZ000528	2005-07-01	2026-03-19
SZ000533	2005-07-01	2026-03-19
SZ000538	2005-07-01	2026-03-19
SZ000539	2005-07-01	2026-03-19
SZ000541	2005-07-01	2026-03-19
SZ000543	2005-07-01	2026-03-19
SZ000550	2005-07-01	2026-03-19
SZ000559	2005-07-01	2026-03-19
SZ000568	2005-07-01	2026-03-19
SZ000571	2005-07-01	2026-03-19
SZ000573	2005-07-01	2026-03-19
SZ000581	2005-07-01	2026-03-19
SZ000601	2005-07-01	2026-03-19
SZ000607	2005-07-01	2026-03-19
SZ000612	2005-07-01	2026-03-19
SZ000618	2005-07-01	2026-03-19
SZ000623	2005-07-01	2026-03-19
SZ000625	2005-07-01	2026-03-19
SZ000629	2005-07-01	2026-03-19
SZ000630	2005-07-01	2026-03-19
SZ000636	2005-07-01	2026-03-19
SZ000651	2005-07-01	2026-03-19
SZ000659	2005-07-01	2026-03-19
SZ000666	2005-07-01	2026-03-19
SZ000680	2005-07-01	2026-03-19
SZ000682	2005-07-01	2026-03-19
SZ000698	2005-07-01	2026-03-19
SZ000708	2005-07-01	2026-03-19
SZ000709	2005-07-01	2026-03-19
SZ000717	2005-07-01	2026-03-19
SZ000725	2005-07-01	2026-03-19
SZ000726	2005-07-01	2026-03-19
SZ000727	2005-07-01	2026-03-19
SZ000729	2005-07-01	2026-03-19
SZ000733	2005-07-01	2026-03-19
SZ000735	2005-07-01	2026-03-19
SZ000737	2005-07-01	2026-03-19
SZ000758	2005-07-01	2026-03-19
SZ000763	2005-07-01	2026-03-19
SZ000767	2005-07-01	2026-03-19
SZ000778	2005-07-01	2026-03-19
SZ000780	2005-07-01	2026-03-19
SZ000786	2005-07-01	2026-03-19
SZ000792	2005-07-01	2026-03-19
SZ000800	2005-07-01	2026-03-19
SZ000806	2005-07-01	2026-03-19
SZ000807	2005-07-01	2026-03-19
SZ000817	2005-07-01	2026-03-19
SZ000822	2005-07-01	2026-03-19
SZ000823	2005-07-01	2026-03-19
SZ000825	2005-07-01	2026-03-19
SZ000828	2005-07-01	2026-03-19
SZ000831	2005-07-01	2026-03-19
SZ000839	2005-07-01	2026-03-19
SZ000858	2005-07-01	2026-03-19
SZ000866	2005-07-01	2026-03-19
SZ000875	2005-07-01	2026-03-19
SZ000878	2005-07-01	2026-03-19
SZ000886	2005-07-01	2026-03-19
SZ000895	2005-07-01	2026-03-19
SZ000898	2005-07-01	2026-03-19
SZ000900	2005-07-01	2026-03-19
SZ000912	2005-07-01	2026-03-19
SZ000916	2005-07-01	2026-03-19
SZ000917	2005-07-01	2026-03-19
SZ000920	2005-07-01	2026-03-19
SZ000927	2005-07-01	2026-03-19
SZ000930	2005-07-01	2026-03-19
SZ000932	2005-07-01	2026-03-19
SZ000933	2005-07-01	2026-03-19
SZ000937	2005-07-01	2026-03-19
SZ000939	2005-07-01	2026-03-19
SZ000949	2005-07-01	2026-03-19
SZ000956	2005-07-01	2026-03-19
SZ000959	2005-07-01	2026-03-19
SZ000960	2005-07-01	2026-03-19
SZ000962	2005-07-01	2026-03-19
SZ000968	2005-07-01	2026-03-19
SZ000970	2005-07-01	2026-03-19
SZ000975	2005-07-01	2026-03-19
SZ000983	2005-07-01	2026-03-19
SZ002024	2005-07-01	2026-03-19
SH600000	2005-07-01	2026-03-19
SH600001	2005-07-01	2026-03-19
SH600002	2005-07-01	2026-03-19
SH600004	2005-07-01	2026-03-19
SH600005	2005-07-01	2026-03-19
SH600006	2005-07-01	2026-03-19
SH600007	2005-07-01	2026-03-19
SH600008	2005-07-01	2026-03-19
SH600009	2005-07-01	2026-03-19
SH600010	2005-07-01	2026-03-19
SH600011	2005-07-01	2026-03-19
SH600012	2005-07-01	2026-03-19
SH600015	2005-07-01	2026-03-19
SH600016	2005-07-01	2026-03-19
SH600019	2005-07-01	2026-03-19
SH600020	2005-07-01	2026-03-19
SH600021	2005-07-01	2026-03-19
SH600022	2005-07-01	2026-03-19
SH600026	2005-07-01	2026-03-19
SH600028	2005-07-01	2026-03-19
SH600029	2005-07-01	2026-03-19
SH600030	2005-07-01	2026-03-19
SH600031	2005-07-01	2026-03-19
SH600033	2005-07-01	2026-03-19
SH600035	2005-07-01	2026-03-19
SH600036	2005-07-01	2026-03-19
SH600037	2005-07-01	2026-03-19
SH600050	2005-07-01	2026-03-19
SH600057	2005-07-01	2026-03-19
SH600058	2005-07-01	2026-03-19
SH600060	2005-07-01	2026-03-19
SH600068	2005-07-01	2026-03-19
SH600073	2005-07-01	2026-03-19
SH600074	2005-07-01	2026-03-19
SH600078	2005-07-01	2026-03-19
SH600085	2005-07-01	2026-03-19
SH600087	2005-07-01	2026-03-19
SH600088	2005-07-01	2026-03-19
SH600089	2005-07-01	2026-03-19
SH600091	2005-07-01	2026-03-19
SH600096	2005-07-01	2026-03-19
SH600098	2005-07-01	2026-03-19
SH600100	2005-07-01	2026-03-19
SH600102	2005-07-01	2026-03-19
SH600103	2005-07-01	2026-03-19
SH600104	2005-07-01	2026-03-19
SH600108	2005-07-01	2026-03-19
SH600110	2005-07-01	2026-03-19
SH600115	2005-07-01	2026-03-19
SH600117	2005-07-01	2026-03-19
SH600121	2005-07-01	2026-03-19
SH600123	2005-07-01	2026-03-19
SH600125	2005-07-01	2026-03-19
SH600126	2005-07-01	2026-03-19
SH600135	2005-07-01	2026-03-19
SH600138	2005-07-01	2026-03-19
SH600153	2005-07-01	2026-03-19
SH600166	2005-07-01	2026-03-19
SH600170	2005-07-01	2026-03-19
SH600171	2005-07-01	2026-03-19
SH600177	2005-07-01	2026-03-19
SH600183	2005-07-01	2026-03-19
SH600188	2005-07-01	2026-03-19
SH600190	2005-07-01	2026-03-19
SH600196	2005-07-01	2026-03-19
SH600198	2005-07-01	2026-03-19
SH600200	2005-07-01	2026-03-19
SH600205	2005-07-01	2026-03-19
SH600207	2005-07-01	2026-03-19
SH600210	2005-07-01	2026-03-19
SH600215	2005-07-01	2026-03-19
SH600220	2005-07-01	2026-03-19
SH600221	2005-07-01	2026-03-19
SH600231	2005-07-01	2026-03-19
SH600236	2005-07-01	2026-03-19
SH600256	2005-07-01	2026-03-19
SH600266	2005-07-01	2026-03-19
SH600267	2005-07-01	2026-03-19
SH600269	2005-07-01	2026-03-19
SH600270	2005-07-01	2026-03-19
SH600282	2005-07-01	2026-03-19
SH600296	2005-07-01	2026-03-19
SH600307	2005-07-01	2026-03-19
SH600308	2005-07-01	2026-03-19
SH600309	2005-07-01	2026-03-19
SH600320	2005-07-01	2026-03-19
SH600333	2005-07-01	2026-03-19
SH600348	2005-07-01	2026-03-19
SH600350	2005-07-01	2026-03-19
SH600357	2005-07-01	2026-03-19
SH600362	2005-07-01	2026-03-19
SH600377	2005-07-01	2026-03-19
SH600380	2005-07-01	2026-03-19
SH600408	2005-07-01	2026-03-19
SH600428	2005-07-01	2026-03-19
SH600500	2005-07-01	2026-03-19
SH600508	2005-07-01	2026-03-19
SH600519	2005-07-01	2026-03-19
SH600548	2005-07-01	2026-03-19
SH600569	2005-07-01	2026-03-19
SH600581	2005-07-01	2026-03-19
SH600583	2005-07-01	2026-03-19
SH600585	2005-07-01	2026-03-19
SH600591	2005-07-01	2026-03-19
SH600597	2005-07-01	2026-03-19
SH600598	2005-07-01	2026-03-19
SH600600	2005-07-01	2026-03-19
SH600601	2005-07-01	2026-03-19
SH600602	2005-07-01	2026-03-19
SH600608	2005-07-01	2026-03-19
SH600621	2005-07-01	2026-03-19
SH600630	2005-07-01	2026-03-19
SH600631	2005-07-01	2026-03-19
SH600635	2005-07-01	2026-03-19
SH600637	2005-07-01	2026-03-19
SH600638	2005-07-01	2026-03-19
SH600639	2005-07-01	2026-03-19
SH600642	2005-07-01	2026-03-19
SH600643	2005-07-01	2026-03-19
SH600649	2005-07-01	2026-03-19
SH600652	2005-07-01	2026-03-19
SH600653	2005-07-01	2026-03-19
SH600654	2005-07-01	2026-03-19
SH600660	2005-07-01	2026-03-19
SH600662	2005-07-01	2026-03-19
SH600663	2005-07-01	2026-03-19
SH600674	2005-07-01	2026-03-19
SH600675	2005-07-01	2026-03-19
SH600688	2005-07-01	2026-03-19
SH600690	2005-07-01	2026-03-19
SH600694	2005-07-01	2026-03-19
SH600705	2005-07-01	2026-03-19
SH600707	2005-07-01	2026-03-19
SH600717	2005-07-01	2026-03-19
SH600718	2005-07-01	2026-03-19
SH600724	2005-07-01	2026-03-19
SH600726	2005-07-01	2026-03-19
SH600739	2005-07-01	2026-03-19
SH600740	2005-07-01	2026-03-19
SH600741	2005-07-01	2026-03-19
SH600744	2005-07-01	2026-03-19
SH600747	2005-07-01	2026-03-19
SH600770	2005-07-01	2026-03-19
SH600779	2005-07-01	2026-03-19
SH600780	2005-07-01	2026-03-19
SH600786	2005-07-01	2026-03-19
SH600790	2005-07-01	2026-03-19
SH600795	2005-07-01	2026-03-19
SH600797	2005-07-01	2026-03-19
SH600805	2005-07-01	2026-03-19
SH600808	2005-07-01	2026-03-19
SH600811	2005-07-01	2026-03-19
SH600812	2005-07-01	2026-03-19
SH600820	2005-07-01	2026-03-19
SH600832	2005-07-01	2026-03-19
SH600835	2005-07-01	2026-03-19
SH600839	2005-07-01	2026-03-19
SH600851	2005-07-01	2026-03-19
SH600854	2005-07-01	2026-03-19
SH600863	2005-07-01	2026-03-19
SH600866	2005-07-01	2026-03-19
SH600868	2005-07-01	2026-03-19
SH600871	2005-07-01	2026-03-19
SH600874	2005-07-01	2026-03-19
SH600879	2005-07-01	2026-03-19
SH600881	2005-07-01	2026-03-19
SH600884	2005-07-01	2026-03-19
SH600886	2005-07-01	2026-03-19
SH600887	2005-07-01	2026-03-19
SH600894	2005-07-01	2026-03-19
SH600895	2005-07-01	2026-03-19
SH600900	2005-07-01	2026-03-19
SH600961	2005-07-01	2026-03-19
SH600997	2005-07-01	2026-03-19
SH601607	2005-07-01	2026-03-19
SHT00018	2005-07-01	2026-03-19
SZ000001	2006-01-04	2026-03-19
SZ000002	2006-01-04	2026-03-19
SZ000009	2006-01-04	2026-03-19
SZ000012	2006-01-04	2026-03-19
SZ000016	2006-01-04	2026-03-19
SZ000021	2006-01-04	2026-03-19
SZ000022	2006-01-04	2026-03-19
SZ000024	2006-01-04	2026-03-19
SZ000027	2006-01-04	2026-03-19
SZ000031	2006-01-04	2026-03-19
SZ000036	2006-01-04	2026-03-19
SZ000039	2006-01-04	2026-03-19
SZ000059	2006-01-04	2026-03-19
SZ000060	2006-01-04	2026-03-19
SZ000061	2006-01-04	2026-03-19
SZ000063	2006-01-04	2026-03-19
SZ000066	2006-01-04	2026-03-19
SZ000068	2006-01-04	2026-03-19
SZ000069	2006-01-04	2026-03-19
SZ000088	2006-01-04	2026-03-19
SZ000089	2006-01-04	2026-03-19
SZ000099	2006-01-04	2026-03-19
SZ000100	2006-01-04	2026-03-19
SZ000157	2006-01-04	2026-03-19
SZ000400	2006-01-04	2026-03-19
SZ000401	2006-01-04	2026-03-19
SZ000402	2006-01-04	2026-03-19
SZ000406	2006-01-04	2026-03-19
SZ000410	2006-01-04	2026-03-19
SZ000422	2006-01-04	2026-03-19
SZ000423	2006-01-04	2026-03-19
SZ000425	2006-01-04	2026-03-19
SZ000429	2006-01-04	2026-03-19
SZ000488	2006-01-04	2026-03-19
SZ000503	2006-01-04	2026-03-19
SZ000507	2006-01-04	2026-03-19
SZ000511	2006-01-04	2026-03-19
SZ000518	2006-01-04	2026-03-19
SZ000520	2006-01-04	2026-03-19
SZ000527	2006-01-04	2026-03-19
SZ000528	2006-01-04	2026-03-19
SZ000533	2006-01-04	2026-03-19
SZ000538	2006-01-04	2026-03-19
SZ000539	2006-01-04	2026-03-19
SZ000541	2006-01-04	2026-03-19
SZ000543	2006-01-04	2026-03-19
SZ000550	2006-01-04	2026-03-19
SZ000559	2006-01-04	2026-03-19
SZ000568	2006-01-04	2026-03-19
SZ000571	2006-01-04	2026-03-19
SZ000573	2006-01-04	2026-03-19
SZ000581	2006-01-04	2026-03-19
SZ000599	2006-01-04	2026-03-19
SZ000601	2006-01-04	2026-03-19
SZ000607	2006-01-04	2026-03-19
SZ000623	2006-01-04	2026-03-19
SZ000625	2006-01-04	2026-03-19
SZ000629	2006-01-04	2026-03-19
SZ000630	2006-01-04	2026-03-19
SZ000636	2006-01-04	2026-03-19
SZ000651	2006-01-04	2026-03-19
SZ000652	2006-01-04	2026-03-19
SZ000659	2006-01-04	2026-03-19
SZ000666	2006-01-04	2026-03-19
SZ000680	2006-01-04	2026-03-19
SZ000682	2006-01-04	2026-03-19
SZ000698	2006-01-04	2026-03-19
SZ000707	2006-01-04	2026-03-19
SZ000708	2006-01-04	2026-03-19
SZ000709	2006-01-04	2026-03-19
SZ000717	2006-01-04	2026-03-19
SZ000725	2006-01-04	2026-03-19
SZ000726	2006-01-04	2026-03-19
SZ000727	2006-01-04	2026-03-19
SZ000729	2006-01-04	2026-03-19
SZ000733	2006-01-04	2026-03-19
SZ000735	2006-01-04	2026-03-19
SZ000737	2006-01-04	2026-03-19
SZ000758	2006-01-04	2026-03-19
SZ000767	2006-01-04	2026-03-19
SZ000768	2006-01-04	2026-03-19
SZ000778	2006-01-04	2026-03-19
SZ000780	2006-01-04	2026-03-19
SZ000786	2006-01-04	2026-03-19
SZ000792	2006-01-04	2026-03-19
SZ000800	2006-01-04	2026-03-19
SZ000806	2006-01-04	2026-03-19
SZ000807	2006-01-04	2026-03-19
SZ000822	2006-01-04	2026-03-19
SZ000825	2006-01-04	2026-03-19
SZ000828	2006-01-04	2026-03-19
SZ000839	2006-01-04	2026-03-19
SZ000858	2006-01-04	2026-03-19
SZ000866	2006-01-04	2026-03-19
SZ000875	2006-01-04	2026-03-19
SZ000878	2006-01-04	2026-03-19
SZ000886	2006-01-04	2026-03-19
SZ000895	2006-01-04	2026-03-19
SZ000898	2006-01-04	2026-03-19
SZ000900	2006-01-04	2026-03-19
SZ000912	2006-01-04	2026-03-19
SZ000916	2006-01-04	2026-03-19
SZ000917	2006-01-04	2026-03-19
SZ000920	2006-01-04	2026-03-19
SZ000927	2006-01-04	2026-03-19
SZ000930	2006-01-04	2026-03-19
SZ000932	2006-01-04	2026-03-19
SZ000933	2006-01-04	2026-03-19
SZ000937	2006-01-04	2026-03-19
SZ000939	2006-01-04	2026-03-19
SZ000949	2006-01-04	2026-03-19
SZ000956	2006-01-04	2026-03-19
SZ000959	2006-01-04	2026-03-19
SZ000960	2006-01-04	2026-03-19
SZ000962	2006-01-04	2026-03-19
SZ000968	2006-01-04	2026-03-19
SZ000969	2006-01-04	2026-03-19
